text,label
귀욤 애기 등에 땀띠가 자꾸 나서 한번 사봤어요~~ 없는것보단 나은거 같네용 땀띠 다 들어가길ㅠ,1
전체적으로 크기도너무작고 덜자란 느낌?에 안달고 풋내만나요 개수보다 많이주셨지만 기존 다른곳에서 사먹은거랑 크기도 맛도 너무 차이나서 먹다가 화나서 글씁니다 양보단 질이죠ㅠ,0
사이즈가 귀여워서 초등 딸아이 해주니 너무 이뻐요~,1
"굉장히 부실합니다. 급하게 주문을 하느라 리뷰가 많은 상품을 구매했지만, 굉장히 부실합니다. 주변에서 구매한다고 하면 적극적으로 말리고 싶습니다.",0
별로에요 갑자기 데이터를 8일에 12기가로 바꼈어요 통화는 반이상 줄어들어서 개인적으로 로밍통화료 추가로 내야 됐어요,0
피부 땡김 없이 괜찮아요,1
이틀 사용해봤는데 하루정도 넣어두었는데 색이 변하는건 아직 잘모르겠구요 더 사용해봐야될듯 그래서 별하나 뺐습니다ᆢ습기제거되는거같은 뽀송뽀송한감은 있어요ᆢ,1
재구매 기호도가 좋네요 우리 애가 연어를 좋아해서 이번엔 연어로 시켜봤어요,1
재구매 두번째 구매에요 지인추천 많이합니당,1
재구매 저번에 먹어보고 맛있어서 또 주문했습니다. 원하는 날짜에 정확하게 받을 수 있어서 더욱 좋았습니다.,1
사이즈가 작게나온거같아요.,0
에어캡에 감싸져 있는데도 통이 깨져있어서 좀 별로 였습니다,0
두피 가려움에 아무 진전 없습니다 사실려는분들 참고 하시면 됩니다,0
지인선물로죴더니넘조아합니다,0
밥알이코실꼬실해서 넘맛좋아요,1
제품상태는 좋으나 배송상태일때 안전장치 하나도 없어서 제품이 파손되어 반송하여 다시 받았으나 다시 받은 물건도 처음과 같이 에어캡 없이 그냥 왔습니다. 에어캡좀 넣어주세요.,0
두번째 구입입니다 오래는 못쓰나 가성비는 좋습니다,1
비싸게 샀고 맛은 적응이되긴했는데 제 몸에는 잘 맞지 않는거 같아요 괜히 두개 샀어요 먹어보고 더 살걸,0
아기가 좋아해요♡ 많이 파세요~~~,1
배송이 한달 정도 책임은 아무도 지지 않고 소비자가 확인해야 응답함 무척 답답함 100점 만점에 2점,0
필터 크기가 커서 아주 맘에 들어요 다른곳은 작아서 그저 그랬는데 다음에 또 주문해야겠어요 ^^,1
압축이 잘되어 공간활용에 짱입니다요~,0
그냥그래요 그냥쏘쏘,0
생긱보다 고급스러워서 좋아요,1
냄새가 많이납니다.,0
수평나사가 밑에 있어 편리했어요,1
보내주신 어댑터(?)가 수전이랑 안맞아서 사용못함 ㅡㅡ 돈버림...,0
시리얼 말아 먹을 때 칼로리 부담도 덜고 좀 더 담백하게 먹고 싶어서 구매했어요 원하는대로 담백하고 고소하고 좋아요,1
순살닭갈비해먹기 좋아요!,1
지갑에 마감 처리도 엉성하고요 사진 부분이 눌려져있길래 문의 해보니 줄이 닿는 부분이라 다른 상품도 동일하게 이런 자국이 있다네요 미리 설명을 해놓던가ㅋㅋ 그래놓곤 내 연락 씹음 ~ 아무리 싸다지만 이랬다면 안샀을거임 ^^ 판매자 대응도 👎,0
부모님이 맛있게 드셨다고 하네요,1
"다 좋은데, 밀림은 어쩔수 없나봐요 ㅠㅠ 잡고 서는 시기인데.. 의미없는 가림막...",0
너무 약해서 얼마 못쓸것같아요...,0
한번 써보고 마네요.ㅎ. 딱 한번을 위해는 별로,0
넉넉하게 입히려고 한사이즈 위로 샀는데 많이 크지 않네요. 정사이즈 사면 불편하겠어요. 디자인 귀엽고 시원한 소재라 좋습니다.,1
우와 향이 정말 좋네요! 다음에 다른 향들도 구매하게될것같아요 ㅎㅎ 배송도 빨라용 ㅋㅋㅋ 짱좋음,1
별로에요 상담태도부터 바꾸세요 다른사람 얘기를 들어주고 마음을 헤어려주는게 상담이지 자기말 타로해석만 줄줄이 늘어놓는게 상담이 아닙니다,0
거북할까봐 우려했는데 맛이 좋아요~ 늘 운동할때 물과희석해서 수시로 마시고 있어요,1
실제 써보면 측정하기에 시간이 부족합니다. 하나하는데 1시간이 소요되니 그에비해 대여비가 비싸네요. 요즘 관공서에 무료로 대여해준다고 해서 무료로 대여받아 다시 했네요,0
저ㅘㅇ도심하고 잘뒤집혀요 가격대비 아주아주별로입니다,0
빠르게 바로와서 좋았습니다.,1
음... 5g짜리달고 몇번 튕겨주니까 루어가 하늘로 날아도망갔어요.,0
고급스럽게 나왓어요 ! 너무 마음에 들어요,1
나이키 265사이즈 신발 박스가 통째로 다 안들어가네요,0
제품은 만족합니다만.. 가이드캡 깨져서와서 새로 보내달래서 보내주셨다만 낚싯대에 맞지도 않는거주면 어쩌자는건지..,0
배송 빠르고 가격도 저렴 하네요. 근데 박스에 찍힘이 있긴한데 깨지는 물건은 아니라서 상관은없지만 찝찝 하긴 하네용 고리 거는 부분이 있어서 걸어두기에 좋아요,1
"조립 어렵게했구요.... 금액이 완젼 짜증나네요ㅜ 아니,, 배송받으니 3만원이나 저렴해진 이유가 뭔가요??? ㅠ",0
세가지색상 세가지 색상 다 예쁘고 편하고 완전 추천이예요! 이 가격에 남는게 잇을지도 모르겠어요!! ㅎㅎ,1
애기가 좋아하고 잘 먹어요. 맛있나봐요,1
ㅎㅎ 가격에 비해 저렴하고 좋네요ㅎㅎ다음에 기회가 되면 또 구해 하겟습니다 번창하세요ㅎㅎ하하 ㅎ,1
배송도 빠르고 잘 쓸게요,0
선물용으로도 최고 선물해주면 맛있다고 잘 먹었다고 고맙다고 인사 받는 김 선물 특히나 현대수산 맛김은 저희집에서도 떨어지게 무섭게 재구매 하여 늘 쟁여두고 먹은 반찬입니다 장수가 줄어들어 아쉽지만 그래도 좋아요,1
제 한손에 쥐기 딱 좋으네요~초등 저학년 씻기기에도 굿~~ 피부에 자극이 안가서 좋아요,1
배송도 괜찮고 제품도 이상이 없네요,1
배송빠르고 솜좋읍니다,1
핑크가 안예뻐요 ㅎㅎ 인디핑크 워싱느낌 ㅠㅠ 살구색과 인디핑크 중간 색깔??? 라지사이즈가 작은편 ㅠㅠ 배송도 너무 느리고 ㅠㅠ,0
와 좋습니다 좋아,1
키친타올걸기가 좋아요,1
한달 후기 기다리다가 씁니다. 쓰다보니까 다리부분이 너무 약해서 조금만 옮길라고 밀면 다리가 휙 접혀버려요. 뭐먹다가 쏟아질까봐 못쓰겠어요.다리쪽에 고정이 살짝이라도 되면 좋을거같아요.,0
3키로짜리가 국물빼고 저만한 통에 들어가요 국물이 많이 남아서 한번 끓여서 다른 피클 담는데 썼습니다. 약간 좀 짠데 김밥싸먹으니 완전 별미 김밥에 적당한 간이더라고요,1
텐트가 자꾸 힘이 없고 휘어져서 별로에요 배송도 느리구요,0
계속 쓰던 거예요.,1
깔끔해서 이뻐요. 여유로운 사이즈로 사세용,1
자주 구입하는 제품이구요 아이들이 좋아합니다. 맛도 좋아요,1
어ㅗ로노어라ㅏ아아ㅏ아,0
너누 싱거워요~그리고 생각보다 작아요~,0
구성품중에 후진등에 전원 연결하는 전선 길이가 너무 짧아요. 기아 레이에 설치하는데 전선 사다가 연장해서 설치했습니다. 전선 길이를 넉넉하게 주시면 좋을것 같습니다.,0
저한테는 너무매트한거같습니다,0
너무 묽어서 양치 할때마다 매일 흘러서 끈적끈적해요. 그리고 양이 정말 적어요. 아이가 딸기향은 좋아하고 성분이 좋다하니 별 두개입니다.,0
어렵지않게 부착할수 있었네요.,1
24개정도구입했는데 그중3개는박스가맞지않아뜯어서다시붙여야했는데요 피도유리병넣을거라서 선물하고 내용물이있으면 다시뜯어지지않을까걱정되네요,0
우왕 짱!!고정력이 좋아요~속눈썹이 길어지는것은 잘 모르겠어요~분홍색도 사고 싶네요!,1
빠른배송 좋아요.취소되지않고 와서 다행,1
깔끔하고 좋은데 가격이 비싼거 같아요,0
디자인이나 크기는 만족해요. 근데 제품 스티커 떼니까 딱 그자리에 하자가 있더라구요ㅋㅋ 그냥 사용하긴 하지만 일부러 가릴려고 그 자리에 스티커 붙인 것 같아서 어이없어 웃겼네요.,1
국내산이아니네요조금아쉽네요...,0
너무 예쁘게 잘되네요 기술이 없어도 예뻐요,1
저렴한것도 많지만 미네랄오일로 만들엇길래 이 제품 사게되엇어요 ! 인공향냄새도 안나고 성분도좋네요 겨울도아닌데 터서 잘 바르고잇어요 ㅎ,1
제품은 좋은데 택배업체때문에 곤란을 겪었네요 ㅠ부대로 배송했는데 부대 사정 상 외출이 아려워 택배 보관장소로 방문하지 못하였더니 보관 시 분실위험이 잇어서 반송하신다고 하더라고요.,0
색상이 달라요,0
기준이 어디서부터 측정한 길이인지 모르겠지만 14-17이라고 했던 길이보다 깁니다. 여유 체인이야 더 길어도 상관없지만 본 체인 길이도 14를 넘는 것 같아요. 그 때문에 팔목에 많이 헐렁해서 불편하네요,0
배송비는 따로 수정하셔야할것같아요 3가지 제품 한박스에 오면서 배송비를 각각받으시다니..,0
사이즈가 넘 크네요,0
정말홈트레이닝에적합한기구네요 만족하며쓰고있습니다,1
배송도 적당했구요 ㅎ 제품이 너무 깜찍하네요 ㅎㅎ 너무 만족합니다 ㅎㅎ,1
잘 받았습니다 상품 잘 받았습니다 빠른배송 감사합니다. 아직 먹진 않았지만 상품평이 좋으니 기대해봅니다.,1
아 맘고생햇엇는데 ㅋ 한방에 마음이 날라다닐꺼같아용 촤고임,1
배송도 꼼꼼히오고 바로삶아먹음 맛있어요,1
조아요 조 인 아 요,1
도배잘했어요 헤라도있고 여분풀도 있어서 좋았어요,1
제목:수조에서 수명을 다~한 대게 .. 머라 말을해야할지...자숙아님 살아온다했는대 땡땡 얼려왔어요ㅠ.ㅠ수율 52정도구요 먹은중에 너무화가나서 눈물나네요 한해의 마무리날인대..20년은 맛난거 시킬겁니다!!,0
배송은 빨랐는데 햇빛이 잘안가려져요...ㅠㅠ,0
젛아요 아냐코너라느어처누어텅,1
배송은 빠른편인데 딱 가격만큼인듯.. 플라스틱같아여,0
크기도 적당하고 좋습니다 배송도 빠름~^^,1
약간 속쓰림이 있다고 하네요,1
칫솔꽂이랑 치약꽂이 같은 블루로 주문햇는데 색이 다르네요..,0
여러개 시켯는데 전부다 만족합니다,1
후기가너무좋아서 기대했는데 전 별로였어요 냄새도 좀 나고 곱창이 다 터져있고..,0
5개나 주문했어요 ㅋㅋㅋㅋ 짱짱해서 좋아용 !!!!,1
좋아요 밤부보다 먼지안나요,1
전부 고속인줄알았는데 초록색부분2개만 고속이고 나머진 아니더군요,0
아침에 든든하게 먹고 다닐 수 있을거 같습니다. 감사합니다,1
버터.치즈 배송기간동안 아이스팩없이 오는건 첨보네요 배송비는 3500원,0
기대 효과 좋다고해서 구매했어요. 효과 기대해보며 열심히 사용하고나서 재구매하러 오겠습니당!!!,1
5월중순 특가한다길래 색상 랜덤 샀더니 안팔리는 상품 떨이였네요. 어떻게 다 빨간색으로만 주죠?????! 사람들 만족도 높은것도 아마 떨이같은 가격때문이겠죠. 딱 그 가격 같네요,0
축구화에 착용하려고했는디 생각보다 깔창 높이가 높네요 하지만 쿠션감은 너무 좋아요! 인체공학적입니다,0
물건받는데...일주일도 더 걸려받았는데... 택배사의 잘못이긴하지만 아쉬운 대응에...,0
제 사이즈가 75 D~E컵이라서 컵이 좀 작아요 .. 텐션감이 좋아허 가슴 잘 잡아주는거같고 뒤쪽에 상표 택 때문에 너무 아프고 간지러워서 잘랐는데도 똑같네요 .... 이 부분 꼭 수정해주셨으면해요,0
N12품절되어서 N18로 받았는데 어둡네요,0
맛이 너무 없어요ㅜㅜ 겉은 반질반질 한데 속은 완전 별로예요 햇밤인지 정말정말 의문스럽네요 정말 실망이네요,0
냄새 완전 별로인데요,0
원래쓰던 제품이지만 대용량! 완전 만족합니다,1
테두리 마감이 좋아요,1
아이들이 정말 좋아해요^^,1
가성비 사용감 좋아요,1
중형을 사용해봐서 같이 구매햇는데 생각보다 얇네요 튼튼하다는 느낌을 못받았어요,0
"얼룩안지워저요.,뿌리고 비비거나 세탁할때 넣었는데 효과 자체를 모르겠음. 방금 코피 묻은 폴리 소재 이불에 뿌려 비벼도 안지워짐. 방금 묻은 코피는 물로도 지워지는데..",0
스티커가 잘 떨어저요,0
종최 후원한다고 해서 주문했는데... 비추해요,0
생각보다 고양이가 잘 안갖고놀고 한마리는 좀 무서워하네여..ㅠㅠ,1
보조배터리냐고 3-4시간만에 나가버려서 여행내내 짜증만 났습니다,0
피부 자극은 조금 있지만 간편하게 쓰기 좋아요,1
재구매 하...다음에도 같은걸로 살거에요!,1
20키로 중 거의 2키로는 물러서 벼렸어요 액기스 담가도 상하지 않을지 모르겠네요 왜 초록색이 더 많이 물렀는지 궁금하네요 딴지 오래된듯하네요 너무 불만스럽네요,0
한달이 지난 지금도 잘 사용중입니다 화질도 좋고 맘에들어요😊,1
너무 아닌듯ㅜㅜ해요 진짜사진빨이네요,0
두껍고 튼튼한 유리라 좋네요,1
배송 빠르고 좋았어요 근데 좀 많이 느려요..,1
유통기한이 하루 남은걸 보내주셧더군요 어쩐지 박스에 당일배송이라고 적어놓으셧길래 식품이라 신경 써준줄 알앗더니 유통기한 하루 남아서 유통기한 전에는 받도록 하신거 같아 씁쓸하네요;;;,0
튼튼해보여서 구매해봤어요,1
가위질도 부드럽게 되고 느낌도 좋네요,1
화면이랑 같아요 수저놓는곳이 얼룩지지만 그냥쓸께요,0
가격대비 만족도가 있습니다,1
발볼있으면 불편하겠어요,0
"일단 조립자체는 엄청 쉬운편은 아닙니다, 그리고 빨랫대 살자체도 약한가? 싶긴한데 문제없고 아랫부분에 발도 접혀서 수납하기좋고, 이불도 널수있어서 매우 만족합니다:)",1
별로예요~~,0
상품은 잘받았으나 팔걸이부분이 깨진 상태로 도착했네요 딱히 교환하면 귀찮아질꺼같아서 그냥 씁니다,0
아기가 좋아하네요~ 대여하길 잘했네요 ^^,1
그런대로 먹고있네요ㅡ,1
잘받았구요 벌레가 없는건지 못잡는건지 3일간 틀어놨지만 잡힌건 없었구요 아들이 모기에 물리지 않은걸보면 없어서 인것같습니다 소리가 그리 크지는 않지만 가까이서는 신경쓰일정도는 됩니다,1
너무힘들어요...ㅠㅜ조림하악,0
평소 110사이즈 입는데 넉넉하고 충분해요,1
한쪽만 물레방아돌아오 물이 골고루 안퍼짐 그냥 유키두꺼 살걸 그맀어요 괜히샀아요 ㅠㅠㅂㅎㅂㄹㅈㄹㅈㄹㅈㄹㄹㅈㄹㅈㄹㅈㅈ,0
배송이 거의 한달걸리고 늦는다고 말도 없고 아예 잊고살게 만드네,0
나시 여름이 다가와..기존에 입은거 생각하고..구입 했는데..그다시.ㅈ..별루 입니다..배송비 들어가니까..집에서 막 입을려구요,0
탄냄비 설명대로 해도 탄자국이 그대로네요~~ㅜ다시해봐야겠지만 실망입니다ㅜ,0
흼색 겅은색 둘 다 이뻤고 소매 통이 좀 크단걸 알고 사셔야될듯해용,1
쓰기 불편하고 시원하게 피지가 안나옴 ;;,0
받침을 따로 보내주시는데 5일이나 늦게 보내주셔서 몸통만 덩그러니 눕혀놓고 계속 방치하고 별로네요,0
생각보다 튼튼한ㄱㅏㅏ,1
재구매 세번째 구매인거같아요 ㅎㅎ 적당히 도톰하고 좋아요,1
분무기 헤드가 안맞는게와서 다른병에 옮겨서 썻네요,0
오늘 열무냉국수 먹어봤는데,0
1점도 아까움 반품도 안됨,0
내 프린터가 안좋은지 잘모르지만 그냥 그래요..,0
재구매 넘 신선하고 맛도조아여,1
생각보다 너무 좋앗어요 귀여워요,1
갤 s9는 사용이 안되고 갤 10은 연결 후 껐다 켜야지만 인식이 됩니다 ㅡㅡ 고객센터에 연락을 하니 알아보고 전화 주신다더니 연락도 없고 그사이에 구매 자동확정 되서 그냥 처박아 놓고 있습니다,0
밀대 사이즈를 제대로 안보고 샀더니만.. 넘 작아요. 일회용 청소포를 끼우고 한번 닦았더니 밀대 바닥 흰색 부분이 벌써 때 끼려고하네요. 청소포도 얇아서 몇번 안 밀었는데.. 자취방에 어울리는 청소기네요.,0
안붙어요ㅠㅠ,0
향이 좋아요. 배송이 빨라요,1
재구매 백미는 찹쌀이 생각보다 많이 섞였네요.. 항상 구매해서 먹었는데 갈수록 백미에 찹쌀 섞이는 게 많네요.. 다른곳에서 구매해야하나 생각중입니다.,0
좋아여! 애기라 귀이개로 팔수가.없어서 주문했어여 잘붙고 개별포장이라 깔끙해서 좋네여!! 대들 애기 귀파줄때 안전하게 점착면봉 ㄱㄱ,1
팔길어서 잘라야게따.,0
저렴한가격에 높은 성능 좋습니다,1
고기가 정말 신선하네요. 추천합니다.,1
배송중 문제가 있었는지 원래부터 그러는지 모르지만 의자에 파손흔적이 있네모,0
한제품은 콜이 왔는데 하나는 차콜이 아니고 그레이가 왔네요 그레이는 있는데 짜증나네요,0
나무 진액?이 흘러서 종이랑 베개랑 붙어 있어서 자국 다 남고 전체적으로 그냥 그래요,0
배송이 참 빨라요 ㅎㅎ 각질케어는 잘 모르겠고 하고나서 촉촉함과 안색 밝아진게 좋았습니다~ 샘플로 온 마스크팩도 잘 쓰겠습니다 ^^,1
배송이 너무 느리고 검정색 같이 주문한거는 아직도 오지도 않고 따로 보낸건지?,0
저는 전혀 사용할수 없어서 남 주려구여,0
고구마 정말 맛있고 품질도 좋아요. 5kg이라 벌써 다 먹어가지만 또 주문하려구요. 조금씩 자주 주문해서 먹어야겠어요.,1
그래도 상일리베니까 구입했더니 완전 아님 그냥 가격대비 저렴한 제품을 골랐네요 설치기사는 너무너무 냄새나고 불쾌하고 설명은 왜그리길게 하던지 정말 안좋았습니다.,0
배송겁나느림 도트캡나시는 사진에는 가슴부분이 봉긋해보이는데 캡이 같이 봉제가 안되있어서 전혀커버가 안되네요,0
재구매 기모입다 이제 이걸로 갈아탔어요 더가벼고 좀네요,1
숨이 금방 죽어서 더 빵빵했으면. 배송 느림.,0
그저그너ㅓㄱㄷㅂㆍ,0
엉덩이가 가려지지 않습니다,0
배송이 조금 느려서 그게 아쉬웠지만 상품은 마음에 들어요,1
남편이곱슬이라해주려고샀는데 두번할양이나오네요. 짧아서 한번더해줄까합니다.,1
재구매 아기가 잘먹어요. 엄마가 먹어도 맛있네요.,1
생각한거랑 정확히 일치해서 왔습니다 가격두저렴하네요,1
너무좋습니다 일주일내로 여행가기 진짜좋은가방입니다 일주일내로 해외여행 국내여행 갈때 정말 좋은 가방입니다. 사고 하자하나없고 정말 잘쓰고있습니다. 일상에서도 수납공간이많아서 잘쓰고잇습니다.,1
블랙별루네요 가오리 블랙은 진짜 넘 싼티나요 이번 여행가서 한번도 안입었어요 진짜 투박하고 더 뚱뚱해 보이는 스탈이라 밝은색이 나을꺼 같아요,0
생각보다좀작았어요 그래도만족햐용,1
생각보다 별로 인듯 합니다,0
"하..기후변화로 인해 계속 딜레이 되는건 이해하지만,응대를 잘못하는 제주커머스와 잠수함전화받스시는 분들땜에 맘이 짜증났음",0
뚜껑이자꾸열려요 뭡니까,0
또 구매해도 만족! 저번에이어 또 구매했눈뎅 역시 제품도 좋고 만족합니다아앙 이번에는 가방도 주문했는데 색깔도 사진그대로라 너무 예쁘고 좋네영,1
재구매 가성비 최강!!! 더이상의 말이 필요 없음 ㅋ,1
자전거만 받고 공구못받음 공구 요청 몇번했는데도 전화도 안받고 일주일 이상걸림 보내준다하고 말뿐임 뒷목 몇번잡았음,0
거울이..얼굴이 일그러지고..어지러워요,0
재구매 포장이 터져서 왔어요 박스에 설탕이 가득,0
자켓 이너용으로 딱,1
전에 300g에 2500원정도 구매했었는데 몇그램인지 확인안하고 금액만 보고 구매했어요. 확인안하고 구매한 제탓이지만 너무 비싸요. 다른데는 800원씩인데요.,0
재질은 괜찮고 편하긴한데 뒤에 엉덩이부분이 안예쁘네요 세로줄잡혀있어서...통도 생각보단 더넓고 길어요,0
"깃털, 받쳐주는 아래 쿠션부분 하자가 많네요. 저렴한 가격이라 감안하고 쓰려고 합니다.",0
생각보단 작지만 잘빗겨요,1
먼지엄청붙습니다. 비추에요. 이불도 사려고 했는데 안산게 천만다행같아요.,0
두개 시켰는데 사이즈가 너무나도 다름ㅜ 그리고 성분이 바뀐건가 트러블이ㅜㅜ,0
제가 잘못사용한건지 그닥~~,0
생각보다 넘 진해요 망했어욥,0
재구매 선물용으로 한박스 더 주문요~~ 이제다른토마토못먹어요ㅋ 싱겁거든요,1
딱가격만큼..가벼워서좋은데 의자바닥이 고정이안되는줄몰랏..의자길이도 한쪽이안맞아서 밑에 스티커두개붙임....,1
반품 들어온 상품 주신거 같은데 여기 저기 상처나 있고 때타있고...반품 보내기 그냥 창고에 넣었으니까,0
길이 조절이 가능해서줄였습니다~ㅋ 색상 맘에들어요~~^^,1
수납하려고 산건데 적당하네요,1
한쪽만파는거임 한쪽만 배송이되서 어쩔수 없이 한쪽 더 주문했긴 했는데요 시중가격보다 배송비랑 다 따져봐도 더 비싸네요..넘 얇고 작아요,0
그냥그래요 생각보다 크게 효과가 있는거 같진 않아요,0
청바지에서 약품냄새가 좀 나네요...,0
떨어져요 유리창 깨끗이 닦고 물 충분히 뿌리고 붙였는대 몇시간후 떨어지네요 어찌해야하나요?,0
아ㅜ이거ㅜ실망이야 원목 색상이랑 결이 복불복임 내꺼느느안이쁜 나무ㅜ결이와서 시러ㅜㅜㅔㅜ화분으러ㅜ가림,0
아주 쫀득쫀득 하지 않고 부드러워서 아이들이 먹기 좋습니다. 또 구매하고 싶네요~~~,1
배송도 빠르고 사진처럼 예쁘고 튼튼해요. 바닥 부분에 미끄럼방지 처리도 돼 있어서 바닥에 상처날 걱정도 없어요.,1
별루다 ㅅㄴᆞㄱㅂᆞㅂᆞ슫ㅅㄴㅍᆞㅂㄹㅂㅅㅌㅅㅂᆞ븓ㅅㅇㅈㅂㄴㅅㄴㅎ늢ㄷㅇㅈ븐ㅂㄷㅅㅂㅌㅂㄴㅅㅂᆞㅅㄷㄴㅌ븝ㅌㅅㄷㅅㄷㅅ,0
지난번 구입해서 먹고 너무 맛있어서 재구매했어요.,1
흑색 사려다 품절이라 흑갈색 샀는데 괜찮네요,1
화면으로 보고 생각한 것과 좀 다른것같아요... 작은 양념통 아니면 키친타올 끼우는 것때문에 넣었다가 꺼내쓰기 불편합니다. 반품비 아까워 그냥 사용하려고 합니다.,0
좋아요 떡뻥이 커서 잡고 먹기 좋습니다,1
이거 머죠? 붙이면서 동영상 대로 사이드 눌러주면서 마감하는데 정말 신중하게 살짝살짝하면서 눌르는데 그냥 금가면서 깨져버리네요 강도가 정말,0
두통째 먹고 있는데 꾸준히 먹어보려고합니다.,1
1000조각용 액자3개 했습니다 그런데 사이즈가 않맞아요 액자하니는 퍼즐에 마지막줄을 떠어내고 억지로 끼웠구요 나머지2개와 백두산퍼즐은 반품합니다 액자길이가 1센티나 모자라요,0
너무좋아요~~~강추!!!,1
이거 진작 설치할껄 좋은데 빠른배송 좋아,1
바나나는 너무 딱딱해서 아이들이 먹다가 뱉어요~~,0
마감이 허술해요. 끈만 잡고 들고다니다가 끝에 플라스틱으로 엮인 부분 줄이 빠져서 카메라 든 채로 바닥에 떨어뜨렸어요.,0
재구매 포장상태가너무맘에안드네영 한번더 박스에넣어주시지,0
2개 샀더니 사은품도 주셨네요.감사합니다.사계절 잘 쓸듯 합니다.많이 파세요.^^,1
세안할 때 각질제거도 되고 좋아용,1
스티커도작아어 붙히기너무힘듬,0
S사이즈 시켰는데 슬림하진 않고 크고 옷감이 무거워요,0
별로예예 자외선 차단제 같아요,0
그리고통화했을때 확인했던 착불배송료보다 약 만원가량 더 많이 냈네요;;;,0
"스파우트에서 앞부분 빨대로 바꿔서 써보려고 주문했는데 넘 비싸고,,, 뚜껑열어 뒤집으면 물도 다새서 별로 예요 이돈주고 다른 빨대컵하나 사겠어요",0
1회용 일반마스크에 부착해서 사용해봤는데 숨쉬기 힘들었음,0
매트리스높이가35cm정도였는데여유있게딱맞네요~ 배송도빠르고가겨도착하고좋네요~,1
시장에서 먼저 산 비트는 아직까지 단단한데 몇개가 수분이 빠진것처럼 시들해요. 인터넷으로 채소를 산건 처음이라 좀 실망했네요,0
잘 받앗어요 어른이 사용하기엔 좀 유치해서 원래끼던거 다시낄예정..ㅠㅠ,0
크네요. 칸막이나 지퍼로 분리되어 있으면 좋겠네요. 그외는 없어요. 만족해요.,1
케이블 길이가 좀 더 길었다면 5점,1
재구매 계속계속 먹는 김치에요 맛도 좋고 완전만족합니다,1
사이즈 미스였지만 널널하게 끼우니 소리 안나고 좋아오!,1
맛없고 별로였어요 애도 안먹어요,0
젤이 딴딴하지 않고 물처럼 흘러내려요 .... 세척도 잘 안 되는 것 같아요 ....,0
브러쉬가 비정상적으로 딱딱합니다 유키 제품 한두번 한두개 사용해본게 아닌데요 불량같아요 그리고 큐어링도 30초했는데 불구하고 광이 거의없어요,0
딱 이가격 하는거 같습니다. 팔걸이 수평도 안맞고 등받이도 조금 약해 보이고 허리 받혀주는 프라스틱은 항상 내려가 있네요 세일해서 18만원주고 산건데 딱 이가격하는거 같아요,0
색상이나 사용감 대체로 만족합니다. 아기띠어 덧대니 조금 무거워지긴하지만 보온성 있는것 같아요,1
이거 절대 사지마세요... 최악,0
재구매 노즈워크놀이용으로구매,1
25미터로 잘 주셨어요 그런데 접착제냄새가 너무심해서 붙이고나서 어떨지 걱정이네여,1
간식으로 먹고있는데 든든 하네요,1
크고 많이들어가서 좋네요,1
두번째 구매합니다. 아기가 쓰는데 아무리 던지고 떨어뜨려도 튼튼하네요. 추가 있어 아무방향이나 물을 마실수 있어 좋고 빨대에 중간에 속도조절하는 막같은 구조라 사래도 덜걸리네요,1
아직 100프로에요 엄청 오래가는진 모르겠지만 바꾸기 전보다 훨씬 나아요,1
푹신함은 좋습니다. 다만 냄새가 심해서 며칠을 빼도 잘 안빠져서 못쓰는게 문제입니다,0
싸게 잘삼ㅅ음,1
빨간색이 눈에 확 띄어서 실험삼아 구매했는데 친구 것도 빨간색으로 할 걸 그랬어요. 너무 예뻐요.,1
배송이 늦게와서 못씀 ㅜ,0
쓰건거라 재구매했어요,1
착용은 안해봤지만 일단 저렴하게 구입해서 만족합니다.,1
나무가 얇아요ㆍ색깔은 무난해요ㄴ,0
색상이 너무 밝아요. 모델하우스 오픈용으로 구입색상이 너무 밝아요분양중인데 대박나면 좋겠다 10자만 채우자ㅋㅋ..,0
재구매 배송 겁나 느리구요 직접배송인데 설치는 둘째치고 약속시간보다 늦게오고 안에다 던져놓고 가서 자가설치 햇습니다,0
도시락 반찬하려고 샀어요 도시락 반찬 하려고 샀어요생각보다 사이즈가 크네요 잘먹겠습니다맛있을 것 같아요맛도 다양하고,1
빠른배송과 가격대비 물건좋아요. 써비스로주신 탭볼도 귀엽읍니다.,1
"게 한마리를 감싼 붉은색 나일론실이 꽤 길었는데도 못보고 함께 요리했다니 위생상태가 의심되서 입맛도 잃었고요, 생물이라 반품이 되니 안되니 언쟁하기 귀찮아서 글로나마 아쉬운점 적습니다",0
삼부라생각햇는데 오부엿내요ㅜㅜ 다품정,0
하나도 흉터 안없어져요 ㅜㅜ,0
빠른배송 좋아요ㅎㅎ 남편이 있었음하길래사줬어요ㅎㅎ 잘쓰길...ㅋㅋ,1
통화는 안돼네요.. 된다해서 샀는데..,0
다음에 도 살거에요,1
마스크 보관에 편리,1
범퍼케이스는 사이즈 딱 맞고 싼 가격에 쓰기 좋은데 일반 케이스는 카메라 위치도 안맞고 최악입니다. 그대로 버렸습니다.,0
재구매 늘 구매 하는 제품인데 향이 바뀐거같아요,0
생각보다 별로에요 깨끗하게 닦인다는 느낌이 안들어요,0
작은 사이즈 패드는 의자 팔걸이에 장착했을 때 넓은 부분이 팔꿈치 쪽으로 와서 아쉽습니다.,0
