id,text,label,pred
31863,출산전에 미리 샀어요. 애기낳고 직접 손에 씌우려고하다보니 두꺼워서 좀 불편해여 ㅜㅜ,0,0
31885,한쪽 창문만 잠금기능할 수 있네요... 다른 반대쪽 창을 열면 그냥 열립니다. 효과가 없네요ㅠ,0,0
31916,거르는 기능이 중요한데.. 커피필터에 내려봤더니.. 잔 가루가 많이 남네요.. 기름기도 잡지못하고.. 드립 귀찮아서 산건데.. 마지막에 종이필터에 또 내려서 먹습니다. 왜산건지...후회막심,0,0
31995,엄청 흘러내리구.. 잘모르겠어요 아침저녁으로 두번 붙이는데 일단 두개 사서 번갈아가면서 쑤는데 저같은 예민피부에는 엄청 따가워요ㅠ,0,0
32065,에어프라이어선물로 사봤어요 맛있어요 기름기가 아예없을순없지만 그게 맛있는듯,1,0
32102,크기는 큰데 내구도가 약하네요 조금만 무거운거 넣고들면 밑이나 어딘가가 부서질거같아요 다이소에 오천원짜리 폴딩박스를 이만원어치만큼 크기만 키워둔 내구성입니다,0,0
32228,솜이많이들어있어서 베고잘때 목이아파요~~솜 빼고 자면 괜찮을것같아요,1,1
32308,넘맛있데요 지인들하나씩 주니까 계속 시켜먹네요. 에어후라이에 185도 10분하면 눈물납니다ㅠ 겉은바삭 속은 꽉차서..미니사이즈가..계속드러가서 살찔것같아요ㅠㅠ,1,0
32569,아이스티타먹으려고삼 ㅠㅠ 진짜대박인게 뭐냐면요 이거우린물에 아이스티넣고 녹인후에 얼음 와르르넣으면 진짜 맛잇음 참고로 저 카페알바생이구 우리 카페레시피임 그리거 저 색깔은 싱거우니 더 넣으시길,1,0
32674,ㅠㅠ 안먹어요. 제가먹어봐도 입이 텁텁하고 약맛나고. 안먹을만 해요,0,0
32856,"해바라기꽃이 돈을 불러오는 것 같진 않습니다. 다만, 환한 그림을 볼때마다 마음은 잠깐이나마 밝아집니다.",1,0
32884,레미콘흰통? 부분에 검은얼룩이 묻어있고 건전지끼우는 부분이 제대로 조립이 안돼있었어요 근데 그냥 쓰기에는 무리가 없어서 교환하기 귀찮아 그냥 쓰려고요,0,0
33008,제대로 확인안하고 박스다버려서 교환없이쓰려고요... 뒷부분이 깨져서 왔는데 사용하는데 지장은 없을꺼같아 다행이긴하구요 깨끗해 보이진않지만.... 리뷰가 좋아서 한번써보려구요 튼튼한진 아직모르겠어요,0,0
33021,"민트(튜브 ㅡ 오리 그림인데 , 그림이 콘-악어가 왔네요 검색해서 산건데 애가 왕실망.. 상세 이미지 고치세요,,,,,,,,,,,,,",0,0
33497,생각보다 무게감이 있긴한데 너무 가벼운 홑이불은 싫어하는지라 전 만족스럽네요 17개월 아이 덮어주려 샀어요 굴러다니면서 덮고 발올리고 안고자기에 좋을거같아서 ㅋ,1,0
33511,정말 실망스럽네요. 지도를 가운데 놀고 출력하는 것도 안되는 겁니까?? 그림이 이렇게 잘리는 게 정상인가요?? 제가 예민한거에요?,0,0
33709,주문한 당일 2시간 정도 있다 취소했는데 무시하고 전화도 안 받더니 취소요청 무시하고 그냥 발송해버림,0,0
33830,정말 별로네요 다이도안하고 그냥 버렸습니다 대보니까 그냥 너무찐해서 숯검댕이가 대네요 살작헤라로 긁어도 기스 엄청나고 너무 싼티납니다 결국 작업도안하고 그대로 버렸네요 뜯기전 왜 스티커찢으면 환불안된다 적혀있는지 알만하네요 추천안합니다,0,0
33940,"대비 가격이 조금 저렴해서 구매한건데, 일단 집게의 마감상태 다소 불량하고 집게를 싸고있는 고무재질의 덮개.. 이것이 왔다갔다 하고 집게를 벌리면 딱딱 소리나고 케이블 두께가 있어서 무게가 대단하고...",0,0
34060,항상 구매하고 있습니다 항상 구매하고 있습니다 감사합니다 가나다라마바사아자차카타파하 아야어여오요우유으이 읭의읭읭의,1,0
34195,가성비 참 좋네요 해상도도 괜찮은 편이고 귓속 궁금할때 함 들여다 봐요,1,0
34266,긴 생머리인 딸아이가 잘 빗긴다고 맘에 들어하는데 젖은 머리에 사용하니 머리카락이 뽑히긴 하더라고요. 포장과 배송 상태도 좋습니다~,1,1
34282,냄새가 냄새가 너무 아누 좋아요... 한번 쓰고 아이들이 안씀 ㅠㅠ,0,0
34389,배송이 어마어마하게 느려요..... 진짜 비추임니다. 잠옷도가격대비 너무 얇고 저렴해보이네요ㅠ,0,0
34497,차에서 쓰려구 주문을 했는데... 물건이 안들어가서 그런지 모르겠지만 굉장히 엉성해요. 고정하눈 부분도 이쁘게 잘 붙여지구요.,0,0
34677,평이 좋아 기대수준을 너무 높게 잡았지만 제값정도는 하는듯,1,0
34785,재구매 엄마가 사탕을 계속 재구매합니다. 얼마나 맛있으면!,1,1
35016,저렴한 가격에 디자인도 맘에들고 데일리 아이템으로 딱이에요.,1,1
35020,지금 처음 해보는데 쿨감도 있고 믹스도 부드럽게 잘되고 좋네요 ㅋ,1,0
35116,배송도 빠르고 포장상태도 좋은데 퀼리티가 너무 떨어지는 듯 백색이라고도 하죠..마진 너무 남기신듯...,0,0
35273,마감이 좋지 안습니다. 엉덩이쪽 박음질이 다 풀어지고 있습니다. 실망이에요,0,0
35420,ㅋ 31일 주문 5일 받음 가격 넘 비싼 갓 같아서 취소하려니 애매하게 발송돼서 취소도 못함 ㅋ,0,0
35459,사진과 제품이 동일하고 역시 락앤락 제품이 품질이 좋네요,1,0
35505,가격대비 품질은 기대 이하 같습니다 재단 및 이동시 후 구김이 조금 발생되네요 거실 유리 크게 재단시,0,0
35572,구성도좋고 무엇보다 양도 많아요!! 과일까지 같이 들어 있으니 영양면에서도 너무 만족스럽습니다!,1,1
35753,좋아요 ㅎㅎ 잘 먹을게요 ㅎㅎ 많이 파시고 편의점에서 사 드시는 많은 분들 .. 여기서 사드세여 .. 정말 쌉니다 !,1,0
35839,갯수를 속이네요 4마리 덜왔어요 그냥 다음부터 안 먹으면 되니 그냥 확정은 해드려요,0,0
35889,맨밑 한자리 고속자리가 고속충전이 안됐습니다. 반품이 귀찮아 집에있는 bw100뿌리니 정상으로 고속충전이 되긴 하네요. 다소 아쉬웠습니다.,0,0
35903,재구매 같이 주문한 화이트랑 사이즈 동일한데 훨씬 작아요. 맞교환 받고 싶은데 그것도 안 된다 그러고 연휴 때 여행가서 입으려고 한 건데 너무 아쉬워요.,0,0
35909,"숙회로 해먹고 미나리랑 오징어 무침도 해먹었습니다~! 살도 통통하고 너무 맛있네요 :-) 포장도 꼼꼼하게 잘 오구요, 오징어 상태두 너무 좋아요! 앞으로 여기서만 사야겠어요 ㅎㅎ",1,1
36183,여자친구한테 선물했는데 안목이 좋다는 칭찬 받았습니다!! 목걸이 이쁘답니다,1,1
36191,가격대비 품질 좋아요 좁은공간에도 쏙 들어가고 좀 큰걸로 사면 작은 책장이나 화분 받침대로도 쓸만큼 튼튼하네요,1,1
36296,다이어트용으로 좋네요 암것도 안먹고 버티기어려워그렇지~~,1,1
36450,그린블루시켰는데 화이트가 왔네여ㅎㅎㅎ 엄마집 배송해준거라 교환하기 귀찮다고 그냥 쓰신다네요,0,0
36514,광고에서는 아주큰 스크레치도 슥 문질러 주면 잘닦기던데 너무 허위광고가 큰것 같네요 이상품에 도움을 못받았습니다,0,0
36566,좀 불친절하고 살꺼면사고 말꺼면 마라는식이셨음 배송은 빠르고 물건에 하자는없음,0,0
37181,내구성이 그닥 좋지 못하네여 벌써 조금씩 틀어지기 시작했어요,0,0
37279,젤좋아하는 멸치맛~라면 컵라면에 질리신분 꼭 드셔보세요~훨씬 개운하고 맛나요~슈퍼보다도 싸고요~,1,1
37280,사이즈 낙낙하고 좋아용 겨울이불 겨울옷 다 넣어둿습니다~~ 다이슨 안되신다는분들 많아서 참고하시라고 사진올려봅니다 앞으로 약간기울이시면 잘되용!! 완전 다막으시면 안되고 비스듬히 하셔야 쫘~악되요,1,1
37330,좋아용 뚜껑도 튼튼하고 플라스틱병에 비할바가 아니죠 ㅎㅎ 또 구입원해요 근데 가격이 좀 나가 욕심껏 구입하기 힘들어요ㅜㅜ,1,0
37380,생각보다 빗자루에 힘이 없고 조립품중 손잡이가 하나없이 왔네요ㅜㅜ,0,0
37470,"5월 중순에 구입한 것을 오늘에야 개봉했는데.. 프린트를 했더니 잉크가 쏟아진 것처럼 검게 나오네요. 보관할 때 기울여 놓은 적도 없고, 충격을 준 것도 없는데요. 무엇이 문제일까요?",0,0
37487,굿 식기세척기 사용하는데 말끔히 잘되고 투명해서 재료확인이 되니 편리하고 안전해서 좋습니다 반찬 담고 ㄷㄹ어먹기도 편하구요... 두루두루 쓰임이 좋아요,1,0
37502,음 튼튼하고 향도 많이 나서 좋은데 ㄱ저희 집 강아지가 넘 지능적이라서ㅠㅠ잘안써요ㅋㅋ먹는게 아니라는걸 아나봐용,0,0
37784,양말들이 깔끔하니 좋네요! 배송도 빠르고 갯수가 많아 누락 오류 걱정했는데 꼼꼼히 확인하시고 잘 보내주셔서 감사합니다 양말들 색이 너무 이쁘고 귀여워요 잘 신을께요!!! 담에 또 주문할께요!!ㅎㅎ,1,1
37855,좋아요 미용실에서보고 주문했는데 쇼파에서 책볼때나 핸드폰할때 쓰기가 적당하고 부담없는 가격에 너무좋아요 적극추천합니다,1,0
37873,자몽 물에 넣어서 마셨는데 생각보다 쓴맛이 강해요. 그래도 맹물보다 나아요..ㅎㅎ,1,0
37906,다른건 다좋은데 릴에 왜 줄이 안감겨있나요 아니 없음 없다고 공지를해야죠 진짜 어이 없고 화가나네요,0,0
37944,안말리는건 엄청 좋은데 ... 허리부분밴딩도 같은 소재라 ;;; 조임이 약해서 줄줄줄 흘러내려요 ㅠㅠ 허리 밴딩부분만 조여준다면 백프로 만족할것 같아요 ;;;,0,0
37958,우리아이가 항상쓰던거라서 구매했습니다. 정말 좋아요~~~,1,1
38011,재구매 따듯하고 부들부들 거리며 겨울내내 잘 입을 것 같아요.,1,0
38104,가격 대비 만족은 하는데 세탁 한번 했다고 폼이 완전 죽었네요. 재 구매 의사는 없습니다.,0,0
38129,찍힘불량이네요 배송중에 찍힌건지 포장중에 찍힌건지 한쪽면은 괜찮아서 반품안하고 찍힌면 바닥으로 놓고 사용합니다 그리고 나무 색깔이 일정치 않을수 있다해도 너무 심하게 안맞아요,0,0
38154,포장도 박스색상도 고급스럽고 멋쪄요. 좋은 선물될 것 같습니다,1,1
38186,배송도 빠른 편이고 꼼꼼하게 포장되어 왔어요 만족합니다!!,1,1
38252,유명하기도 하고 후기도 많아서 주문했는데 완전 실망했어요 .. 포장도 보냉팩 하나 들어있는데 다 녹아서 옥수수에 물기가 .. 크기도 작고 대부분 덜자랐어요 풋내도 나고 그냥 마트에서 눈으로 확인하고 사다 먹는게 나을거 같아요 괜히 주문했다싶네요,0,0
38264,두번 착용 후 또 잃어버렸어요 이번엔 떨어지는 느낌도 안났어요 ㅠㅠ,0,1
38291,재구매 여기서 두개를 시켰는데 첫번째 뜯은게 너무 양이 비어보여서 나머지 하나를 마저 열어봤는데 너무 확연히 양이 차이가나네요 첫번째껀 누가 쓰던것마냥 앞으로 여기서 구매는 안하겠습니다 찝찝해요,0,0
38318,차에 신발이 쌓여서 차량용 신발케이스로 사용하려고 샀어요 대체로 만족합니다,1,0
38504,재구매 2분도 안되서 문자 회신해 주셨습니다 감사합니다~!,1,1
38568,"미니코끼리 2개구입했는데 하나는 정상,하나는 불량이 왔어요.처음부터 정상이 왔다면 더좋았겠지만 남편이 확인않고 세탁해서 교환이 안된다는글보고 급좌절했답니다.왜보낼때상품확인안하실까",0,0
38618,완전 넙짝하게 누렇게 떠서 왔네요.... 그린이 훨 좋아요,0,1
38645,재구매 첫날 바로 떨어졌었어요ㅠㅠㅠ지금은 잘 붙어있어요~,1,1
38797,"주문하고 이틀 후 도착했는데 박스 안에 낱개로 들어있네요, 같이 주문한 다른 제품들은 원래 트레이+랩핑으로 잘 왔는데 원래 그런지 몰라도 초정 탄산수만 그럽니다. 제품에는 문제 없네요, 잘 마실께요.",1,0
38828,디자인이나 크기는 만족해요. 근데 제품 스티커 떼니까 딱 그자리에 하자가 있더라구요ㅋㅋ 그냥 사용하긴 하지만 일부러 가릴려고 그 자리에 스티커 붙인 것 같아서 어이없어 웃겼네요.,1,1
38920,"재구매 저번에 구매했을 땐 상태가 정말 좋았는데. 이번꺼는 30개 중에 7개는 썩어있고, 나머지에 반은 껍질이 벗겨져있고, 흙이 두자기마냥 붙어있었어요. 저는 슬퍼요.",0,0
39276,조아요 평이 좋아서 한번 구입해봤습니당.. 아직 사용해보진 않았는데.. 좋겠죠?? ㅎㅎ 같이 구매한 파우치 예쁘네요,1,0
39419,125미리짜리는너무 타이트하게 꽂히고 사이즈조절되는건 애가 금방 풀어요,0,0
39469,엉터리 광고 판매회사인 듯 조립 및 사용 설명서나 제품 품질 보증서 전혀 없음. 캐이스가 있음에도 불구하고 천막 7장과 지지대를 모두 박스 하나에 포장. 자체 특허 상품인듯 광고하고 있지만 타사 브랜드를 단순 판매하는 업체인 듯...ㅉ,0,0
39496,쓰기 편한데 센서를 가려서 터치가 안되거나 화면이 꺼져버리네요 좀 많이 불편하네요,0,0
39513,잘 안미끄러진다는 후기보고 주문했는데 잘 미끄러네요 가방고리 걸고 그 안쪽에 가방 걸어야 안미끄러지는.... ㅡ ㅡ,0,0
39600,호환 상품인데 퀄리티카 너무 훌륭합니다!! 근데 한진택배 ㅜㅜ 그게 에러 .... 휴 .... 암튼 상품 너무 좋아요 ㅎㅎ,1,1
39963,숫자칩 구매 숫자가 깔끔하게 안찍혀있고 숫자가 조금 지워져있는 칩이 많았고 숫자가 정가운데가 아닌 이상하게 한쪽으로 치우쳐져서 찍힌 칩도 많았음 퀄리티는 살짝 떨어지는 칩이나 퀄리티 상관없다 하시는분들은 구매하셔도 무방하다고 생각함,0,0
40040,바로 오자마자 입어 봤는데 너무너무편하고 재질또한 너무 좋은거 같아요!,1,1
40083,가격대비 괜찮네요. 근무복과 색이 똑같아 근무복 및 등산용으로 쓸만해보입,1,0
40090,완전 맘에들어 재구매하고 친구에게까지 소문내서 구매해줬네요 색상이 좀만 더 진했으면~하지만 그래도 만족^^~~,1,1
40109,6mm 주문했는데 8mm로 왔네요 반품 번거롭고 급해서 그냥 씁니다. 신경 좀 썼으면 하네요,0,0
40135,분청도자기 찬기 깨진부분 있어요 귀찮아서 그냥 쓰긴하는데 다신 요기서 구입의사없음 이런 식으로 장사하는건 아닌거같음,0,0
40201,"처음 써보는 제품인데 여름용으로 아주 딱인 것 같아요! 지성피부인데 잘 쓰고 있어요:) 커버력 밀착력 유지력 다 완벽합니다👍 다만, 색 자체가 생각보다 밝은 편이에요 평소 쓰던 21호보다 밝아요 개인적으로는 23호가 딱 적당한 것 같습니다",1,1
40249,재질이랑 디자인은 아주 좋음. 아쉬운건 칸마다 A4 사이즈 보다 조금 작아서 정말 낮은 책만 넣을 수 있어요.,0,0
40298,20박스 구매했는데요 배송이 3개가 따로왔어요 집에 없을일이 많은데 애초에 고지를 해주시지 사기인줄알았네요,0,0
40535,생각보다커요~그래도고급져보이는느낌!앞에가리개가있어서좋은거같아요~,1,1
40537,청소용으로 산거지만 너무 얆아서 많이 사용하게되네요~부담없이 막~~~사용중입니다~~,0,1
40564,가격대비 넘 좋아요 신랑님이 속옷을 이런것만 입을려고하니 다른종류의 속옷을이지 않아요 흰색이다보니 오래입지 못하고 자주 자주 교환을 해야하기도하니 가격면에서는 넘 좋아요,1,0
40669,"5분만에 삶아져서 간편해요. 충분히 삶아진 후 5분 정도 뜸을 들이고 씻었는데, 얼음 넣어 차게 하고보니 조금 더 삶을껄 그랬나 싶었어요. 암튼 맛있네요~",1,1
40734,별로네요;; 신생아는 작은데 속싸개 길이가 길어서 배가 다 보여요 ㅡㅡ 괜히 혹해서 산듯 ;;; 그냥 속싸개 직사각형인게 더 잘 됩니다,0,0
40879,"가성비갑이네여 잘삿어요,, 한x에서 사려다가 가격보고 바로 여기서 겟햇네요 짱!",0,1
41137,배송빨라요 비려서 두어번씻어 미림두스푼 쪼물딱해서 소금 한꼬집해서 에어프라이어로 돌렸어요 전부알베기라 고소하고 맛나네요 낯술에 맥주 세네켄은 순삭 ㅋ.ㅋ,1,0
41356,만족합니다~ 기존 휴대용 휴지보다 가루날림도 적고 부드러워서좋네요~ 작아서 금방 떨어질거 같지만매우 만족하네요~,1,1
41398,매번 쓸때마다 압력이 달라져서 부품 하나하나 살펴봐야 하고 너무 번거로워요.. 실리콘 튜브에 먼지도 너무 껴서 매번 닦아줘야 하거 손쉬운 제품은 아닌 것 같아요ㅜㅜ,0,0
41573,추천 오늘 받아서 된장 넣고 부글부글 지져 먹었는데 있습니다. 종종 애용할게요 마니마니 파세요~,1,1
41936,첫날 한개를 먹었는데 그동안 매일 피곤해 힘들다던 남편이 안피곤하다고 좋아하네요!,1,1
41969,코에 잘 끼워지지도 않고.. 힘들게 끼워도 답답해서 걷기만해도 입으로 숨쉬게 되어서 결국 뺏네요. 모양도 완젼 타원이라 서양인에 맞게 나온듯해요. 그래서 더 안끼워지는듯,0,0
41994,리뷰보고 구매했는데 와 이거너무너무 맛있내요~ 이렇게 맛난 옥수수는 처음이내요. 재구매해야겠어요,1,1
42102,교환이 맞교환이 아니라 일주일이 다 되도록 못받고 있습니다.,0,0
42130,마스크 약국에 사러가기 시간도없고 번거로워서 시켰습니다. 두껍다해서 주문했는데 얇아여..... 위에꺼가 원래 있던건데 예전에 2천원에 7장 들어있던건데 훨좋아요..그래두 이시국에 마스크 여러개 사기 힘든데 일회용으로 쓰려구여ㅠㅠㅜ,0,0
42201,믿고쓰는그로미미! 단지 크기가 작습니다 앞에 작은 수납이나 손수건을 끼워넣을수있는 곳이 있었으면 더좋았을듯합니다,1,1
42378,재구매 배송빠르고늘먹던거로 만족해요~~아이가잘먹어요좋은상품 감사합니다.,1,1
42456,으... 고무!? 그 고무 틀을 삿는데 일반 플라스틱 틀보다 떼기가 너무 힘들어여 ;; 하나하나 다 눌러서 빼야하는 번거로움...,0,0
42467,아버지와 동생때문에 주문했는데 귀가 불편하고 생각보다 별로입니다.,0,0
42521,포장을 더럽게해줘서 닳아지고 먼지 엄청 많이 뭍어서왔네요,0,0
42558,전 중국산 안 먹는데 고추가 중국산이네요. 한개는 포장을 뜯어서 ...반품하려다 일단 뒀습니다. 그리고 고추가 너무 매워요.,0,0
42662,추천 시크릿 블러썸 늘 쓰던 향이라 고민 안하고 주문했어요 무난한 향이고 잔향이 특히 좋습니다.,1,0
42748,중국산 짝퉁인가....!? 교체하고 한번 연습햇더니 비닐이 까지기 시작하넹;;~제대로된물건좀 팔아라 쫌!!! 사진상에 그립 까지는거 보이나요? 안보이면 말하세요 체크해드릴테니까~~초등생이 봐도 보이겠넹,0,1
42756,마감도 너무 엉성하고 신고 벗을 때마다 끝의 마감된 부분에서 물도 풀리고 원단 먼지도 많이 나네요세탁 하게 되면 우리 더 풀리지 않을까 싶어요 제대로 마감이 안 됐어요 교환하기 귀찮아서 그냥 사용합니다,0,0
42795,배송도 무난하고 디자인도 괜찮습니다 전체적으로 마음에들어요,1,0
42900,파김치 유목민이었는데 정말 자매김치 파김치 완전 인정이에요~~~! 정말 너무 맛있어요^^👍👍👍👍,1,1
43022,새콤달콤해요~개인적으로 단맛이 좀더있었으면 좋겠지만 맛은 있습니다 ~크기는 생각보다 작아요~^^큰알이 2~3개 섞여 있네요~ㅎ,1,1
43123,좋아요~ 두번째 구매하는건데 저렴하고 좋아요~ 다쓴토너 교환할때 왔던 상자 그대로 보내도되서 너무 편해요~많이파세요,1,1
43190,엄마보내드렸는데 너무 맛있다고 여기서만 계속 재주문하네요~,1,1
43253,사이즈표기 잘못되어있어서 교환했습니다 교환비 6000원 내고 사이즈 140신는 아기는 170 시켜야합니다,0,0
43328,조개는좋은데 물이 다새고.....조개는 죽은거같아요 배송이 아쉽네요,0,0
43352,우선 흡수력이 기가 막히네요~!!! 쓰다가 부서지거나 더러워지면 여기서 또살거같아요~!! 강추~ 별 5개드려용,1,1
43353,무거운만큼 튼튼하고 좋아요!! 거름망도 완전 촘촘하네요~,1,1
43392,한마디로 쓰레깁니다 운전석 시공하고 운행해보고 바로 뜯어냈습니다,0,0
43412,테프론 검출안되는거 맞나요? 이런걸 나중에 알아서.. 그냥세라믹팬 다시주문하려구요.찜찜,0,0
43439,베드민턴고 동일하게 공이 튈줄 알았는데 공도 잘 안튕겨지고 하기가 불편했어요,0,0
43479,이쁜데 줄이 길어서 한번 묶어입혀용~ 애기가 옷벗기 싫어해서 그 위에 입혀봤더니ㅜ,1,1
43577,주문은 4번째니 맛도 좋고 포장은 잘하셨는데 먹는음식인데 조금더 조심하셨으면 좋았을껄 .. 유통기한이 음식에 찍혀서 묻은부분은 버렸네요,0,0
43664,써보니 아주 잘 산거 같아요 착용하고 나니 너무 좋아요 얼굴도 않타고 좋아요 배송도 빠르고요 감사합니다,1,0
43708,늘 쓰던거에요. 근데 리뉴얼이 된건지.. 좀 두툼해진거같더라구요. 아닌가.. 아무튼 더 마음에 드네요,1,0
43875,소문으로만듣고.이제야구매합니다.. 머리결좋아진건모르겠고.. 바르고나면.차분해지긴하네여..,1,0
43908,이 타이어 두개 구매했는데 똑같이 바람 주입구옆이 찢어 졌습니다. 이 더운날 5키로를 끌고 오던 때가 지옥 이었네요.,0,0
43913,제품 인식이 안되네요.폰과 태블릿 모두... 시간이 안되어 반품 택배보낼 방법이 없어 그냥 돈만 날렸네요.,0,0
44273,"더블하트 쓰고 있었는데 젖꼭지가 바뀌어도 다행히 아기가 잘 먹어주었습니다. 뚜껑 닫기 간편하고, 씻기도 편리하고, 젖병의 내용물이 남김없이 다 흘러나와서 좋습니다.",1,0
44355,초점이 너무 안맞고 사운드가 되게 약해요 ㅠㅠ 싼건 역시 비지떡..?,0,0
44500,냄세가 많이납니다ㅡㅡ 기능은 좋지만 냄세땜에 버릴까 싶을정도 입니다.,0,0
44508,재구매 맛있어요~소스는 같이 조리하는것보단 찍어먹는게 더 맛잇네요~,1,1
44612,우와 완전 사기 이불이래놓구 스프레드랑 똑같은걸 보내줌 리뷰쓰려고 어거지로 확정함 절대사지마세요 이불이아니라 매트입니다 너무 얇아서 쓸수가없어요 감기걸림,0,0
44657,그립감좋고 품질이 괜찮네요. 조금 아쉬운건 거치대를 못쓰는거지만 독에 끼워 쓸수 있어서 좋네요,1,0
44959,고기상태 좋았고 서비스도 훌륭하네요. 양념구이를 편하고 맜있게 집에서 먹었네요. 재구매 의사 이ㅉ어요,1,0
45046,완숙토마토 맞나요? 완숙은 몆개없고 심지어 초록이도 있네요 토마토에 상처도 많고 영 잘못 구매한것 같아요,0,0
45418,기존에 썻던 클러버메이트 제품보다 입자가 두껍고 먼지가 많이 날리네요 ㅠㅠ,0,0
45443,만족합니다 배송이 빠르네요 선물할거라 아직물건은 써보지않앗지만 좋아보입니다 많이 파시고 사업번창하세요,1,0
45473,너무 시원하고 맘에 들어요~ 여름용으로 딱이에요 바닥에 앉아도 이젠 안아파요 ㅠ ㅠ♡,1,1
45508,빠른배송 용량도 적당하고 여러가지 테스트용으로도 넘 좋음요 파츠젤 클리어젤 시럽젤 등등 파츠젤 쫀득쫀득해서 잘 안움직이고 좋네요,1,0
45664,아저씨가 고생하시고 설치해주시고 가셨는데 모서리부분들이 대부분 다 까져있네요ㅠ이거 교환 안되나요?ㅠㅠ,0,0
45684,브라안하려고 삿는데 티가 너무 많이나서 외출용으로는 못합니다 ㅠㅠ,0,0
45762,"발목이 몇번 신으면 금방 늘어날 소재에요! 처음엔 너무 조이지 않아서 편안하지만, 오래 신기엔 금방 늘어날거같아요 다음엔 좀 더 목이 긴걸로 살게요!",1,1
45950,상품은 아주 좋음. 허나 배송이 정말 심각할정도로 느림.,0,0
45969,유통기한이 짧다고해서 걱정했는데 2달 정도는 남아서 다행이네요,1,0
46093,"박스안에 뽁뽁이로 튼튼하고 안전하게 포장 잘되어 왔어요. 배송도 빠르고 좋네요. 내용물은 크리스마스 선물이라 뜯어보진 못했지만, 좋겠죠?",1,0
46124,논슬립이 아니예요.....ㅠㅠ 저 주황색 부분이 그냥 플라스틱이예요. ㅠㅠ 너무 어이없네요..,0,0
46407,"우선 생각했던 것보다 조립이 어렵지 않아서 좋았습니다. 설명서도 쉽게 되어 있고, 연결볼트를 끼우는 구멍이나 홈들이 사전에 준비가 되어 있어서 조립이 무척이나 편했어요!",1,0
46506,원래 건 2자루만 오는거에요? ... 대다나다.. 낚였다.. 흐미... 건만있다는 글이 있었나?? 우씌 짜증나여기서 파는건 검색도 안해야그쓰,0,0
46641,다 녹아서 떡이 되어 왔어요 치킨이 너무 맛나서 치킨처럼 얼어서온거 에어프라이어로 데워먹으면 될줄 알고 같이 시켜봤는데 ㅎㅎ이게 원래 이런건지 모르겠지만 곤죽 상태로 낱개로 때어 튀겨먹기 불가능한 정도의 합레 상태는 아니나....이건 좀 아닌 듯여,0,0
46848,발효톱밥안에 스티로폼? 잔여물등이 남아있습니다. 또 다른 하얀색?이물질들도 많이있습니다.,0,0
46886,검정얼룩묻어있고 신발딱딱해서 불편함. ㄴㄱㄴㅅㄱㅈㅅㄱㄴㄹㄴㄳㅈㄱㄹㄴㄹㄴㅇㅅㅈㅎㅈㄹㄴㄹㄴㅅㄱㅇㅅㅈㅅㅎㄷㄴㅇㅁㄹㄴㅇㄹㄷㅇㄴㄹㅇㄴㄻㄷㄹㅇㄴㄹㄷㅁㄴㅇㄹㄷㅁㄷㄹㅇㄴㅁ,0,0
46918,증숙되어서인지 은행 특유의 맛과 향이 정말 없습니다 본래 맛의 1/5 정도라고 해야할까요 1점은 간편하다는것? 맛도 별로 양도 너무 적고 비싸네요 비추천합니다.,0,0
46948,좀 커요 어깨끈 조절해서 새로달면 예쁜앞치마 되겠어요 색감도 파스텔톤으로 예뻐요 가격대비훌륭,1,0
46955,이때까지 사용 해봤지만 별로 잡히는게 없어요. 가격대비 별로에예요. 절대사지마세요,0,0
47066,생각보다 사이즈가 적어요 가격대비 아주 별로에요 사은품으로 주는 속바지는 아동용처럼 작네요 반품하고 싶지만 그냥 입어요,0,0
47110,넘이뻐요집이화사해졌어요.이거로 집가구 하나둘씩바꾸고있어요.설치기사님들도친절해요^^,1,1
47166,가격 배송 만족합니다. 싱싱합니다. 다음에 또 시킬게요.,1,1
47426,"67,000원짜리 했는데 47,000원 보다 못하고 실물하고 많이 차이가 나네요....",0,0
47508,3교대라 암막 잘 될 줄 알았더니.. 집이 남서쪽이라 햇빛이 직빵이라 암막은 잘 안돼요 저 중간에 칸막이 들 사이로 빛이들어와요,0,0
47711,부착면 아주 잘 닥고 부착후 10시간 방치 후 샤워실에 물을 쓰니 하얗게 불더니 다 떨어짐 대박 빡침 지금,0,0
47736,다른것 샀다가 분사가 맘에 안들어서 샀는데 토너가 점성이있는것도 아닌디 분사가 여전히 그저그러네요. 흑,0,0
47805,이건 판매용이 아닌거 같네요.. 파인애플이 신맛 단맛 전혀 없고 무 같아요... 2개 집어먹고 손 놨네요.. 버리는 것도 처치 곤란입니다,0,0
47834,배송이 엄청 느려요~1달만에 받았어요.그리고 제가 주문한색상이 안오고 다른색상이 왔어요.짜증나서 반품하려다 울신랑이 그냥 쓰라고 해서 쓰긴하지만 기분은 별로네요~,0,1
47884,ㅎㅎ 만족스럽습니다.. 상품도괜찮고 예뻐요ㅎㅎㅎ 선물용으로 딱이에요. 엄마가 좋아하셨어요ㅎㅎㅎㅎ,1,0
47905,재구매 배송도 일주일정도 걸리고 포장도 좋아요 가격도 좋네요,1,0
48102,기름져요... 단짠단짠을 생각했는데 그냥 텁텁한 맛 밖에 안나서 두개만 집어먹고 구석에 놔뒀어요. 나머지 어떻게 먹지..ㅠㅠ,0,0
